SDIASTRD4,AVGP
0.000117,0.015873015873
0.000252,0.031746031746
0.000265,0.047619047619
0.001,0.0634920634921
0.00183,0.0793650793651
0.001978,0.0952380952381
0.002056,0.111111111111
0.00219,0.126984126984
0.00272,0.142857142857
0.002863,0.15873015873
0.003177,0.174603174603
0.00342,0.190476190476
0.003643,0.206349206349
0.004031,0.222222222222
0.004136,0.238095238095
0.00442,0.253968253968
0.004919,0.269841269841
0.005034,0.285714285714
0.005198,0.301587301587
0.007164,0.31746031746
0.007464,0.333333333333
0.007772,0.349206349206
0.007824,0.365079365079
0.00788,0.380952380952
0.008061,0.396825396825
0.00811,0.412698412698
0.008417,0.428571428571
0.008486,0.444444444444
0.008828,0.460317460317
0.008917,0.47619047619
0.009675,0.492063492063
0.009677,0.507936507937
0.009884,0.52380952381
0.010536,0.539682539683
0.010715,0.555555555556
0.010954,0.571428571429
0.011048,0.587301587302
0.011077,0.603174603175
0.01115,0.619047619048
0.011504,0.634920634921
0.013381,0.650793650794
0.014069,0.666666666667
0.014262,0.68253968254
0.014735,0.698412698413
0.016536,0.714285714286
0.016865,0.730158730159
0.016891,0.746031746032
0.017413,0.761904761905
0.017635,0.777777777778
0.017751,0.793650793651
0.017939,0.809523809524
0.019939,0.825396825397
0.02068,0.84126984127
0.02137,0.857142857143
0.022699,0.873015873016
0.022809,0.888888888889
0.024053,0.904761904762
0.025213,0.920634920635
0.026756,0.936507936508
0.02894,0.952380952381
0.030602,0.968253968254
0.040587,0.984126984127
0.086133,1.0
