TSLOPE,AVGP
1.38212789183,0.010101010101
1.62246415961,0.020202020202
1.96352840766,0.030303030303
2.15018844996,0.040404040404
2.48776276816,0.0505050505051
2.60944744912,0.0606060606061
2.75767838726,0.0707070707071
3.0239000346,0.0808080808081
3.02782199295,0.0909090909091
3.06973927979,0.10101010101
3.08795039075,0.111111111111
3.53897331221,0.121212121212
3.64434618229,0.131313131313
3.65277993132,0.141414141414
3.9440196715,0.151515151515
3.98141955922,0.161616161616
4.04979849588,0.171717171717
4.14473738373,0.181818181818
4.18105720574,0.191919191919
4.19849632402,0.20202020202
4.23471102834,0.212121212121
4.27729110435,0.222222222222
4.28362949707,0.232323232323
4.34337508445,0.242424242424
4.4855673679,0.252525252525
4.49553072557,0.262626262626
4.81566180134,0.272727272727
4.95388664744,0.282828282828
4.9539538542,0.292929292929
5.04995815957,0.30303030303
5.05150596622,0.313131313131
5.08867086687,0.323232323232
5.14726529762,0.333333333333
5.19813238187,0.343434343434
5.27255798169,0.353535353535
5.31356798461,0.363636363636
5.52235283493,0.373737373737
5.68320654725,0.383838383838
5.7807781143,0.393939393939
5.87114143643,0.40404040404
5.89942046375,0.414141414141
6.07434340337,0.424242424242
6.18959849334,0.434343434343
6.26266070871,0.444444444444
6.29359131661,0.454545454545
6.42144552781,0.464646464646
6.46956884015,0.474747474747
6.4866927119,0.484848484848
6.51870584125,0.494949494949
6.58185211433,0.505050505051
6.63514524535,0.515151515152
6.75925458583,0.525252525253
6.78729969099,0.535353535354
7.03968641527,0.545454545455
7.10358356378,0.555555555556
7.16132638599,0.565656565657
7.41589804693,0.575757575758
7.70522705687,0.585858585859
7.73065329918,0.59595959596
7.73433339378,0.606060606061
7.78948991334,0.616161616162
7.80144295691,0.626262626263
7.9705775997,0.636363636364
8.01834267254,0.646464646465
8.05565795459,0.656565656566
8.05806604299,0.666666666667
8.11768120322,0.676767676768
8.1668680966,0.686868686869
8.34939828859,0.69696969697
8.37489944218,0.707070707071
8.41303265778,0.717171717172
8.59436285727,0.727272727273
8.61508741204,0.737373737374
8.96005008742,0.747474747475
9.05863940014,0.757575757576
9.06894677233,0.767676767677
9.13241220132,0.777777777778
9.2482299204,0.787878787879
9.47029354087,0.79797979798
9.56307922907,0.808080808081
9.8452576353,0.818181818182
9.93943427172,0.828282828283
9.9600761044,0.838383838384
10.7277671986,0.848484848485
10.872081069,0.858585858586
11.017762666,0.868686868687
11.1830020292,0.878787878788
11.1912910845,0.888888888889
11.3398894606,0.89898989899
11.4207241413,0.909090909091
11.9228571431,0.919191919192
12.1078252996,0.929292929293
12.2500904944,0.939393939394
12.3317492265,0.949494949495
12.5528480165,0.959595959596
12.8067794138,0.969696969697
13.5750720641,0.979797979798
15.4362378634,0.989898989899
16.7388504932,1.0
