"VARSET3","VARNAMES3","FUNCLABEL3","DFCOEF3"
1,"SSH7_25","LN1",2.42272517576975
2,"SPDIASTRC","LN1",0.493304494611111
2,"SSH7_25","LN1",1.96967341029068
3,"L039","LN1",2.71226143576076
3,"SPDIASTRC","LN1",0.463620749185968
3,"SSH7_25","LN1",1.61869676966898
4,"L039","LN1",2.68032229381536
4,"RDDEN","LN1",-10.846033409981
4,"SPDIASTRC","LN1",0.472744270906068
4,"SSH7_25","LN1",1.50328902167131
5,"L039","LN1",2.6564991755989
5,"RDDEND1","LN1",-0.573750582313289
5,"SPDIASTRC","LN1",0.461925367410309
5,"SSH7_25","LN1",1.48878637070273
6,"L039","LN1",2.64746263332437
6,"OICP","LN1",0.762135203165295
6,"SPDIASTRC","LN1",0.402652382354145
6,"SSH7_25","LN1",1.43874772484485
7,"L039","LN1",2.46879364678277
7,"RDDEN","LN1",-19.1706272114106
7,"RDP","LN1",1.41871987906768
7,"SPDIASTRC","LN1",0.371835564517476
7,"SSH7_25","LN1",1.33535570234284
8,"L039","LN1",2.39912788955005
8,"OICP","LN1",0.728072760639938
8,"SLOPSTR1","LN1",-11.9074120924778
8,"SPDIASTRC","LN1",0.453527936713155
8,"SSH7_25","LN1",1.46885218406091
9,"BLDADEN","LN1",3.43347786000006
9,"L039","LN1",2.32342124218064
9,"RDDEN","LN1",-17.763209663835
9,"RDP","LN1",1.59392900626188
9,"SPDIASTRC","LN1",0.393154453330368
9,"SSH7_25","LN1",1.18428899217799
10,"L039","LN1",2.45822050070355
10,"OICP","LN1",0.622173822619646
10,"RDDEN","LN1",-16.7969785357709
10,"RDP","LN1",1.2421964437725
10,"SPDIASTRC","LN1",0.335556400138017
10,"SSH7_25","LN1",1.23078531155141
11,"BLDADEN","LN1",2.97576383224029
11,"L039","LN1",2.33560098931165
11,"OICP","LN1",0.572608491957767
11,"RDDEN","LN1",-15.7859333459976
11,"RDP","LN1",1.40956582113928
11,"SPDIASTRC","LN1",0.357304678857547
11,"SSH7_25","LN1",1.10955681645821
12,"L039","LN1",2.32019957291236
12,"OICP","LN1",0.600696356746278
12,"PCLDEND1","LN1",-0.586721154597646
12,"RDDEN","LN1",-15.0423125663538
12,"RDP","LN1",1.25521547691393
12,"SPDIASTRC","LN1",0.338321009095167
12,"SSH7_25","LN1",1.13353194939762
13,"L039","LN1",2.40612916354422
13,"OICP","LN1",0.627335070895154
13,"RDDEN","LN1",-14.0650345041711
13,"RDP","LN1",1.11873755575171
13,"SAGESAND9","LN1",-16.6707201241616
13,"SPDIASTRC","LN1",0.334973792903701
13,"SSH7_25","LN1",1.12624387419943
14,"BLDADEN","LN1",2.70049834718571
14,"L039","LN1",2.29995993778989
14,"OICP","LN1",0.582247586191854
14,"RDDEN","LN1",-13.3637104882254
14,"RDP","LN1",1.28061764595492
14,"SAGESAND9","LN1",-15.3986939837119
14,"SPDIASTRC","LN1",0.354909409310396
14,"SSH7_25","LN1",1.02477338843788
15,"L039","LN1",2.28338855272462
15,"OICP","LN1",0.607395150804932
15,"PCLDEND1","LN1",-0.544160583520613
15,"RDDEN","LN1",-12.6489900768956
15,"RDP","LN1",1.14064266562766
15,"SAGESAND9","LN1",-15.4404833608125
15,"SPDIASTRC","LN1",0.337775257602244
15,"SSH7_25","LN1",1.0444730660903
16,"L039","LN1",2.16917026701076
16,"OICP","LN1",0.598625096061645
16,"PCLDEND1","LN1",-0.612611822136323
16,"RDDEN","LN1",-11.5621438846437
16,"RDP","LN1",1.15486310554376
16,"SLOPSTR1","LN1",-8.04305974326949
16,"SPDIASTRC","LN1",0.376100401152206
16,"SSH7_25","LN1",1.18705936386333
17,"BLDADEN","LN1",2.84710223835414
17,"L039","LN1",2.3350589967173
17,"OICP","LN1",0.544536227416391
17,"RDDEN","LN1",-12.7703720542376
17,"RDP","LN1",1.266108047128
17,"SAGESAND9","LN1",-15.1052987795306
17,"SPDIASTRC","LN1",0.344255401267903
17,"SSH7_25","LN1",1.00084137209504
17,"T20_1800SD","LN1",0.0018781859453977
18,"BLDADEN","LN1",2.29532304348924
18,"BLDDEND1","LN1",-0.257151932202559
18,"L039","LN1",2.36742243090011
18,"OICP","LN1",0.585535823273675
18,"RDDEN","LN1",-12.8320684510358
18,"RDP","LN1",1.26678663886956
18,"SAGESAND9","LN1",-15.2667119162431
18,"SPDIASTRC","LN1",0.35481017478524
18,"SSH7_25","LN1",1.04313565505125
19,"BLDADEN","LN1",2.88740676383819
19,"L039","LN1",2.2205249403037
19,"OICP","LN1",0.610271405804554
19,"RDDEN","LN1",-11.3748015815718
19,"RDP","LN1",1.20353019955124
19,"SLOPSTR1","LN1",-8.88367983038103
19,"SPAGESAN3","LN1",0.356437874692908
19,"SPDIASTRC","LN1",0.372045534675335
19,"SSH7_25","LN1",1.10751392441363
20,"BLDADEN","LN1",2.6842911558586
20,"GWTRTB1YB","LN1",-2.0727408130166
20,"L039","LN1",2.28777080764106
20,"OICP","LN1",0.577692943879118
20,"RDDEN","LN1",-13.2735155813103
20,"RDP","LN1",1.26320566179557
20,"SAGESAND9","LN1",-15.4867664464027
20,"SPDIASTRC","LN1",0.354956930427282
20,"SSH7_25","LN1",1.01485123697165
21,"GWTRTB4YU","LN1",-0.363403858203111
21,"L032","LN1",-0.385540417901679
21,"L039","LN1",2.11100347438795
21,"OICP","LN1",0.65999696592914
21,"PCLDEND1","LN1",-0.541888204693168
21,"SAGESAND9","LN1",-16.602045822839
21,"SLOPSTR1","LN1",-9.04001131600092
21,"SPDIASTRC","LN1",0.42344922790643
21,"SSH7_25","LN1",0.917940093683663
22,"BLDADEN","LN1",2.68158102961887
22,"L039","LN1",2.2751101918337
22,"OICP","LN1",0.589633979248069
22,"RDDEN","LN1",-13.1371117713083
22,"RDP","LN1",1.27190297768843
22,"SAGESAND9","LN1",-15.4710583868007
22,"SDIASTRD10","LN1",-91.3549408323474
22,"SPDIASTRC","LN1",0.353392798145236
22,"SSH7_25","LN1",1.02479793775447
23,"BLDADEN","LN1",2.94569280891922
23,"L039","LN1",2.1908608124175
23,"OICP","LN1",0.599849288965517
23,"RDDEN","LN1",-13.3131721613719
23,"RDDEND2","LN1",7.73668541546402
23,"RDP","LN1",1.27045559771579
23,"SLOPSTR1","LN1",-9.05641265997673
23,"SPAGESAN3","LN1",0.352142406083106
23,"SPDIASTRC","LN1",0.367915659058965
23,"SSH7_25","LN1",1.06352192138974
24,"BLDADEN","LN1",2.89624388452
24,"L039","LN1",2.13340066674173
24,"OICP","LN1",0.569279592715892
24,"RDDEN","LN1",-12.0891328167935
24,"RDDEND2","LN1",7.23501780956766
24,"RDP","LN1",1.26358000873966
24,"SAGESAND9","LN1",-14.1552362640569
24,"SLOPSTR1","LN1",-7.81938069318893
24,"SPDIASTRC","LN1",0.387769804061465
24,"SSH7_25","LN1",1.04026805464063
25,"BLDADEN","LN1",1.91577950752595
25,"L039","LN1",2.08821316605241
25,"OICP","LN1",0.578200262775153
25,"PCLDEND1","LN1",-0.444026580012016
25,"RDDEN","LN1",-9.06793522552517
25,"RDP","LN1",1.15321325661355
25,"SAGESAND9","LN1",-14.5379064673248
25,"SLOPSTR1","LN1",-8.01205570479759
25,"SPDIASTRC","LN1",0.389090299889649
25,"SSH7_25","LN1",1.04716738249228
26,"BLDADEND0","LN1",-0.830996743406473
26,"L039","LN1",2.12499248073224
26,"OICP","LN1",0.593222893987695
26,"PCLDEND1","LN1",-0.572572445843091
26,"RDDEN","LN1",-9.53902912219523
26,"RDP","LN1",1.04923829531031
26,"SAGESAND9","LN1",-15.2289671531977
26,"SLOPSTR1","LN1",-8.01072242996441
26,"SPDIASTRC","LN1",0.370958191436562
26,"SSH7_25","LN1",1.0879914028189
27,"BLDADEN","LN1",1.76259486711757
27,"BLDDEND1","LN1",-0.159987905631851
27,"L039","LN1",2.13923984120631
27,"OICP","LN1",0.580415573034922
27,"PCLDEND1","LN1",-0.395389766787277
27,"RDDEN","LN1",-8.88253350731698
27,"RDP","LN1",1.14991566035919
27,"SAGESAND9","LN1",-14.5228565617551
27,"SLOPSTR1","LN1",-7.90693647608481
27,"SPDIASTRC","LN1",0.389028162687738
27,"SSH7_25","LN1",1.06145016097852
28,"BLDADEN","LN1",1.75991289504245
28,"GWTRTB4YU","LN1",-0.280341524789608
28,"L039","LN1",2.10773279252498
28,"OICP","LN1",0.570857175524564
28,"PCLDEND1","LN1",-0.419681585837182
28,"RDDEN","LN1",-9.15292797996285
28,"RDP","LN1",1.11944687914703
28,"SAGESAND9","LN1",-13.6759609247089
28,"SLOPSTR1","LN1",-7.99672492936088
28,"SPDIASTRC","LN1",0.399457853445391
28,"SSH7_25","LN1",0.846965337766057
29,"BLDADEN","LN1",2.00114345353993
29,"L039","LN1",2.12725017759362
29,"OICP","LN1",0.538172893234294
29,"PCLDEND1","LN1",-0.476200067836203
29,"RDDEN","LN1",-8.50225366634285
29,"RDP","LN1",1.1388372960801
29,"SAGESAND9","LN1",-14.1984430480479
29,"SLOPSTR1","LN1",-7.70296043798441
29,"SPDIASTRC","LN1",0.375996114709758
29,"SSH7_25","LN1",1.01744651453507
29,"T20_1800SD","LN1",0.00200301223192647
30,"BLDADEN","LN1",1.87089519009573
30,"L039","LN1",2.07865741506426
30,"OICP","LN1",0.572244487080775
30,"PCLDEND1","LN1",-0.455227231911611
30,"RDDEN","LN1",-8.66506073766334
30,"RDP","LN1",1.14273437122055
30,"SAGESAND9","LN1",-14.7941356436256
30,"SDIASAN4","LN1",-50.5311235559035
30,"SLOPSTR1","LN1",-7.77893431722336
30,"SPDIASTRC","LN1",0.385269956666667
30,"SSH7_25","LN1",1.03549995145256
31,"BLDADEN","LN1",1.87087582318195
31,"HBNKP","LN1",2.86064029764357
31,"L039","LN1",2.09075390515871
31,"OICP","LN1",0.574740066316135
31,"PCLDEND1","LN1",-0.441746418175889
31,"RDDEN","LN1",-9.04496714718592
31,"RDP","LN1",1.14250171099555
31,"SAGESAND9","LN1",-14.4936144770479
31,"SLOPSTR1","LN1",-7.7972573456616
31,"SPDIASTRC","LN1",0.387270035961191
31,"SSH7_25","LN1",1.03582832897945
32,"BLDADEN","LN1",1.97941637190947
32,"L032","LN1",-0.349523633381049
32,"L039","LN1",2.10954791272647
32,"OICP","LN1",0.560979225343168
32,"PCLDEND1","LN1",-0.417350473768458
32,"RDDEN","LN1",-11.3627951707654
32,"RDP","LN1",1.11970234072388
32,"SAGESAND9","LN1",-14.3854553019004
32,"SPAGESTR3","LN1",-0.202244418954398
32,"SPDIASTRC","LN1",0.356249163047527
32,"SSH7_25","LN1",0.980761496995302
33,"BLDADEN","LN1",1.92484355913105
33,"L039","LN1",2.08561267970483
33,"OICP","LN1",0.570187354107334
33,"PCLDEND1","LN1",-0.453836059495072
33,"RDDEN","LN1",-8.61547298983893
33,"RDP","LN1",1.08108181890767
33,"SAGESAND9","LN1",-15.0348058745301
33,"SLOPSTR1","LN1",-8.66021435473476
33,"SPDIASAN1","LN1",0.318754142071664
33,"SPDIASTRC","LN1",0.376304891104513
33,"SSH7_25","LN1",1.03999048670264
34,"BLDADEN","LN1",1.61310592307897
34,"BLDADEND0","LN1",-0.530698719975593
34,"L039","LN1",2.08754181088104
34,"OICP","LN1",0.574711201465561
34,"PCLDEND1","LN1",-0.465500192885759
34,"RDDEN","LN1",-9.24358476155711
34,"RDP","LN1",1.13837270225284
